id,clean_feedback,valid_num,sentiment
1734,snack tasted delicious today,1,positive
1735,teacher explained topic clearly,1,positive
1736,office queue system work smoothly,1,positive
1737,website update reflect immediately,1,positive
1738,washroom door need repair,1,negative
1739,library provides peaceful study zone,1,positive
1740,lunch felt moderately satisfying,1,neutral
1741,mock test improved exam readiness,1,positive
1742,office staff seemed unorganized today,1,negative
1743,portal accessibility reliable,1,positive
1744,fan rotating properly,1,neutral
1745,library shelf neatly arranged,1,positive
1746,beverage served right temperature,1,positive
1747,faculty provided timely feedback,1,positive
1748,document submission process smooth,1,positive
1749,website dashboard load quickly,1,positive
1750,classroom cleanliness could better,1,negative
1751,library provides distraction free environment,1,positive
1752,breakfast option felt limited today,1,neutral
1753,faculty explained topic depth,1,positive
1754,office processing time reasonable,1,neutral
1755,website interface easy understand,1,positive
1756,classroom wall need repainting,1,neutral
1757,library reference section well organized,1,positive
1758,food tasted undercooked today,1,negative
1759,group discussion enhanced learning,1,positive
1760,administrative support helpful,1,positive
1761,portal performance stable,1,positive
1762,restroom hygiene satisfactory,1,positive
1763,library provides enough charging point,1,positive
1764,snack service bit slow,1,neutral
1765,teacher used interactive teaching method,1,positive
1766,office staff unclear instruction,1,negative
1767,website load properly browser,1,positive
1768,desk rough edge,1,negative
1769,library study cabin comfortable,1,positive
1770,lunch tasted average today,1,neutral
1771,assignment challenging useful,1,positive
1772,document approval completed time,1,positive
1773,portal navigation user friendly,1,positive
1774,classroom lighting bright clear,1,positive
1775,library atmosphere encourages focus,1,positive
1776,tea strong flavor today,1,neutral
1777,faculty resolved doubt patiently,1,positive
1778,office staff responded promptly,1,positive
1779,website rarely experience downtime,1,positive
1780,water dispenser functioning,1,negative
1781,library book arrangement systematic,1,positive
1782,food presentation looked appealing,1,positive
1783,practice problem improved skill,1,positive
1784,administrative process slightly confusing,1,neutral
1785,portal interface update smooth,1,positive
1786,classroom bench uncomfortable,1,negative
1787,library offer wide range journal,1,positive
1788,snack tasted fresh crispy,1,positive
1789,teacher encouraged question class,1,positive
1790,office delayed issuing id card,1,negative
1791,website security feel reliable,1,positive
1792,parking area clean today,1,positive
1793,library staff cooperative,1,positive
1794,lunch slightly overcooked,1,neutral
1795,extra class clarified key concept,1,positive
1796,office staff handled query efficiently,1,positive
1797,portal load quickly even peak hour,1,positive
1798,classroom window allow proper ventilation,1,positive
1799,library resource updated regularly,1,positive
1800,canteen service satisfactory overall,1,positive
1801,faculty explained concept real life example,1,positive
1802,office staff seemed confused procedure,1,negative
1803,website load smoothly phone,1,positive
1804,classroom switch faulty,1,negative
1805,library study area well ventilated,1,positive
1806,breakfast tasted delicious today,1,positive
1807,assignment improved analytical skill,1,positive
1808,document processing slower expected,1,neutral
1809,portal notification easy understand,1,positive
1810,washroom mirror clean,1,negative
1811,library silence policy maintained properly,1,positive
1812,food served cold afternoon,1,negative
1813,teacher provided helpful study tip,1,positive
1814,office staff resolved issue quickly,1,positive
1815,website rarely show loading error,1,positive
1816,classroom door make noise,1,neutral
1817,library computer function properly,1,positive
1818,snack tasted average today,1,neutral
1819,class activity increased engagement,1,positive
1820,administrative queue long today,1,negative
1821,portal layout look clean simple,1,positive
1822,lab equipment work efficiently,1,positive
1823,library collection cover major subject,1,positive
1824,lunch portion size adequate,1,positive
1825,faculty provided detailed explanation,1,positive
1826,office instruction clear direct,1,positive
1827,website performance consistent,1,positive
1828,bench feel slightly damaged,1,neutral
1829,library offer peaceful reading corner,1,positive
1830,tea tasted slightly bitter,1,negative
1831,practice session well organized,1,positive
1832,office delayed updating record,1,negative
1833,portal search feature work accurately,1,positive
1834,classroom cleanliness satisfactory,1,positive
1835,library staff assist student promptly,1,positive
1836,snack counter well managed,1,positive
1837,teacher encouraged independent thinking,1,positive
1838,administrative approval processed smoothly,1,positive
1839,website interface feel responsive,1,positive
1840,water cooler need maintenance,1,negative
1841,library seating capacity sufficient,1,positive
1842,food quality decent today,1,neutral
1843,assignment aligned well syllabus,1,positive
1844,office handled documentation professionally,1,positive
1845,portal rarely freeze use,1,positive
1846,classroom board need cleaning,1,neutral
1847,library environment feel motivating,1,positive
1848,beverage tasted refreshing,1,positive
1849,teacher gave constructive suggestion,1,positive
1850,office staff courteous efficient,1,positive
1851,website update load without refreshing issue,1,positive
1852,classroom light flicker occasionally,1,neutral
1853,library study environment support productivity,1,positive
1854,breakfast tasted slightly bland today,1,neutral
1855,faculty provided real world case study,1,positive
1856,office delayed responding application,1,negative
1857,portal interface work smoothly exam,1,positive
1858,washroom cleanliness well maintained,1,positive
1859,library book easy locate,1,positive
1860,snack overcooked evening,1,negative
1861,teacher explained difficult topic clearly,1,positive
1862,administrative process felt well organized,1,positive
1863,website security feature seem reliable,1,positive
1864,desk slightly uneven,1,neutral
1865,library provides helpful study guide,1,positive
1866,food tasted fresh flavorful,1,positive
1867,assignment improved problem solving skill,1,positive
1868,office staff seemed inattentive today,1,negative
1869,portal login authentication quick,1,positive
1870,lab air conditioning need servicing,1,negative
1871,library atmosphere suitable exam preparation,1,positive
1872,tea tasted perfect today,1,positive
1873,faculty encouraged interactive session,1,positive
1874,office clarified doubt patiently,1,positive
1875,website navigation simple clear,1,positive
1876,classroom seating feel cramped,1,negative
1877,library reading material updated regularly,1,positive
1878,lunch menu good variety,1,positive
1879,teacher provided timely assignment feedback,1,positive
1880,administrative response slightly slow,1,neutral
1881,portal rarely experience downtime,1,positive
1882,classroom fan need repair,1,negative
1883,library layout make studying convenient,1,positive
1884,snack portion size small,1,negative
1885,practice exercise beneficial,1,positive
1886,office handled paperwork efficiently,1,positive
1887,website work well even slow internet,1,positive
1888,parking area felt overcrowded today,1,neutral
1889,library staff maintain order properly,1,positive
1890,food slightly spicy,1,neutral
1891,teacher motivated student effectively,1,positive
1892,administrative approval delayed,1,negative
1893,portal dashboard informative,1,positive
1894,restroom facility need better ventilation,1,negative
1895,library provides enough reference copy,1,positive
1896,evening snack fresh tasty,1,positive
1897,assignment well structured,1,positive
1898,office staff supportive polite,1,positive
1899,website performance remains consistent,1,positive
1900,classroom environment feel comfortable,1,positive
1901,library seating comfortable long study hour,1,positive
1902,breakfast served late today,1,negative
1903,faculty explained concept clearly,1,positive
1904,office staff requested additional document unnecessarily,1,negative
1905,website homepage load quickly,1,positive
1906,classroom desk scratched,1,neutral
1907,library maintains proper silence exam,1,positive
1908,snack tasted fresh warm,1,positive
1909,assignment relevant syllabus,1,positive
1910,administrative counter well managed,1,positive
1911,portal work efficiently without lag,1,positive
1912,washroom soap dispenser empty,1,negative
1913,library digital access convenient,1,positive
1914,lunch felt slightly oily,1,neutral
1915,teacher provided helpful revision note,1,positive
1916,office took time completed process properly,1,neutral
1917,website interface look clean organized,1,positive
1918,classroom ventilation adequate,1,positive
1919,library book issue process smooth,1,positive
1920,tea tasted average afternoon,1,neutral
1921,faculty encouraged teamwork activity,1,positive
1922,administrative staff seemed impatient today,1,negative
1923,portal update reflected instantly,1,positive
1924,corridor area need better lighting,1,neutral
1925,library provides calm learning space,1,positive
1926,food quality improved recently,1,positive
1927,practice session clarified important topic,1,positive
1928,office handled certificate request efficiently,1,positive
1929,website rarely log unexpectedly,1,positive
1930,lab system require software update,1,neutral
1931,library arrangement help quick book search,1,positive
1932,snack salty today,1,negative
1933,teacher provided constructive criticism,1,positive
1934,administrative process felt lengthy,1,negative
1935,portal accessible time,1,positive
1936,restroom cleanliness satisfactory today,1,positive
1937,library sufficient reference material,1,positive
1938,lunch well cooked tasty,1,positive
1939,assignment encouraged deeper understanding,1,positive
1940,office staff cooperative helpful,1,positive
1941,website search result load instantly,1,positive
1942,classroom chair feel unstable,1,negative
1943,library study cabin peaceful,1,positive
1944,beverage slightly warm,1,neutral
1945,teacher explained exam pattern clearly,1,positive
1946,administrative helpdesk resolved issue quickly,1,positive
1947,portal dashboard easy access,1,positive
1948,parking space allocation need improvement,1,neutral
1949,library staff friendly supportive,1,positive
1950,canteen service efficient today,1,positive
1951,faculty provided clear instruction project,1,positive
1952,office response time slower usual,1,negative
1953,website run smoothly without glitch,1,positive
1954,classroom board clearly visible,1,neutral
1955,library atmosphere ideal focused study,1,positive
1956,breakfast tasted fresh satisfying,1,positive
1957,assignment helped reinforce key concept,1,positive
1958,administrative staff seemed overwhelmed today,1,neutral
1959,portal login quick secure,1,positive
1960,washroom tap need repair,1,negative
1961,library provides quiet zone study,1,positive
1962,snack quality improved recently,1,positive
1963,teacher addressed question thoroughly,1,positive
1964,office handled request without delay,1,positive
1965,website layout intuitive simple,1,positive
1966,classroom air circulation feel insufficient,1,negative
1967,library resource helpful research,1,positive
1968,lunch menu offered good variety today,1,positive
1969,practice assignment boosted confidence,1,positive
1970,administrative process straightforward,1,positive
1971,portal rarely experience downtime,1,positive
1972,classroom furniture need replacement,1,neutral
1973,library staff maintain discipline effectively,1,positive
1974,tea tasted slightly diluted,1,neutral
1975,faculty feedback constructive helpful,1,positive
1976,office misplaced form initially,1,negative
1977,website performs well even peak hour,1,positive
1978,restroom hygiene expectation,1,negative
1979,library catalog search work accurately,1,positive
1980,food served right temperature,1,positive
1981,teacher encouraged participation class,1,positive
1982,administrative queue moved quickly,1,positive
1983,portal interface feel modern responsive,1,positive
1984,classroom light dim,1,neutral
1985,library study room well maintained,1,positive
1986,snack tasted slightly stale today,1,negative
1987,assignment aligned well exam topic,1,positive
1988,office staff provided accurate information,1,positive
1989,website page load consistently fast,1,positive
1990,parking area feel congested morning,1,neutral
1991,library provides adequate seating capacity,1,positive
1992,lunch slightly underseasoned,1,neutral
1993,teacher clarified complex concept clearly,1,positive
1994,administrative staff responded professionally,1,positive
1995,portal update reflected without delay,1,positive
1996,classroom desk unstable,1,negative
1997,library environment support effective learning,1,positive
1998,beverage tasted refreshing today,1,positive
1999,practice session improved exam preparation,1,positive
2000,office staff polite efficient,1,positive
2001,library feel quiet morning,1,positive
2002,shelf look dusty,1,negative
2003,reading space feel okay,1,neutral
2004,found past paper easily,1,positive
2005,book return counter slow,1,negative
2006,library temperature feel normal,1,neutral
2007,staff helped locate journal,1,positive
2008,book missing label,1,negative
2009,study desk feel comfortable,1,positive
2010,noise level feel average,1,neutral
2011,idli tasted soft fresh,1,positive
2012,curry felt salty,1,negative
2013,lunch rush feel normal,1,neutral
2014,fruit juice refreshing,1,positive
2015,roti felt hard,1,negative
2016,counter speed feel okay,1,neutral
2017,evening snack tasty,1,positive
2018,tea tasted watery,1,negative
2019,cold drink chilled well,1,positive
2020,menu choice feel average,1,neutral
2021,faculty explained concept clearly,1,positive
2022,slide confusing today,1,negative
2023,class flow feel normal,1,neutral
2024,extra example helped understanding,1,positive
2025,homework load feel heavy,1,negative
2026,daily lesson feel okay,1,neutral
2027,mock test helped preparation,1,positive
2028,doubt session ended fast,1,negative
2029,practice sheet useful,1,positive
2030,topic coverage feel average,1,neutral
2031,office staff guided well,1,positive
2032,misplaced document,1,negative
2033,waiting area feel normal,1,neutral
2034,form got approved quickly,1,positive
2035,stand queue long,1,negative
2036,reception feel okay today,1,neutral
2037,help desk solved issue,1,positive
2038,response delayed,1,negative
2039,process felt smooth,1,positive
2040,office atmosphere feel average,1,neutral
2041,website load faster,1,positive
2042,login failed,1,negative
2043,portal layout feel okay,1,neutral
2044,profile updated successfully,1,positive
2045,upload option crashed,1,negative
2046,navigation feel normal,1,neutral
2047,dashboard look clean,1,positive
2048,search result took time,1,negative
2049,notification useful,1,positive
2050,font size feel average,1,neutral
2051,classroom feel airy,1,positive
2052,chair wobble,1,negative
2053,hall temperature feel okay,1,neutral
2054,garden area look neat,1,positive
2055,washroom floor wet,1,negative
2056,parking space feel normal,1,neutral
2057,common area clean,1,positive
2058,stair railing loose,1,negative
2059,study room feel peaceful,1,positive
2060,corridor noise feel average,1,neutral
2061,found textbook quickly,1,positive
2062,page torn,1,negative
2063,reading light feel okay,1,neutral
2064,library staff polite,1,positive
2065,issue counter slow,1,negative
2066,library crowd feel normal,1,neutral
2067,masala chai tasted good,1,positive
2068,rice felt undercooked,1,negative
2069,breakfast feel average,1,neutral
2070,noodle flavorful,1,positive
2071,snack tasted stale,1,negative
2072,juice counter feel okay,1,neutral
2073,practice paper cleared doubt,1,positive
2074,recorded lecture glitch,1,negative
2075,group discussion feel normal,1,neutral
2076,weekly quiz helped revision,1,positive
2077,assignment instruction unclear,1,negative
2078,study pace feel okay,1,neutral
2079,processed request fast,1,positive
2080,office opened late today,1,negative
2081,help desk feel busy,1,neutral
2082,reception guided properly,1,positive
2083,reply came late,1,negative
2084,office timing feel okay,1,neutral
2085,fee receipt downloaded smoothly,1,positive
2086,password reset failed,1,negative
2087,portal speed feel average,1,neutral
2088,website layout look clean,1,positive
2089,page loading slow today,1,negative
2090,button size feel okay,1,neutral
2091,class board look neat,1,positive
2092,washroom smell bad,1,negative
2093,lab feel normal today,1,neutral
2094,campus path look tidy,1,positive
2095,plug point dead,1,negative
2096,seating feel okay,1,neutral
2097,library feel peaceful,1,positive
2098,tea tasted weak,1,negative
2099,extra class helped revision,1,positive
2100,office staff looked tired,1,neutral
2101,website navigation feel smooth,1,positive
2102,login took long,1,negative
2103,portal design feel average,1,neutral
2104,dashboard stats loaded fast,1,positive
2105,upload failed twice,1,negative
2106,menu spacing feel okay,1,neutral
2107,profile detail saved,1,positive
2108,search bar lagged today,1,negative
2109,alert showing properly,1,positive
2110,color theme feel normal,1,neutral
2111,classroom light bright,1,positive
2112,ac cooling enough,1,negative
2113,lab noise feel average,1,neutral
2114,garden bench look clean,1,positive
2115,water dispenser empty,1,negative
2116,parking flow feel okay,1,neutral
2117,study hall smell fresh,1,positive
2118,door handle broken,1,negative
2119,common area feel calm,1,positive
2120,entrance crowd feel average,1,neutral
2121,found reference book easily,1,positive
2122,shelf overcrowded,1,negative
2123,reading silence feel okay,1,neutral
2124,library computer work fine,1,positive
2125,printer ran ink,1,negative
2126,desk spacing feel normal,1,neutral
2127,study table comfortable,1,positive
2128,barcode scanner slow today,1,negative
2129,quiet zone help focus,1,positive
2130,library temperature feel average,1,neutral
2131,veg cutlet tasted nice,1,positive
2132,tea cold,1,negative
2133,lunch crowd feel okay,1,neutral
2134,pasta well cooked,1,positive
2135,gravy tasted bland,1,negative
2136,tray return feel normal,1,neutral
2137,fresh fruit served,1,positive
2138,spoon missing,1,negative
2139,coffee aroma good,1,positive
2140,dining noise feel average,1,neutral
2141,extra note helped revision,1,positive
2142,lecture slide unclear,1,negative
2143,class pace feel okay,1,neutral
2144,practice session cleared doubt,1,positive
2145,many assignment week,1,negative
2146,daily lesson feel normal,1,neutral
2147,faculty answered question well,1,positive
2148,online test crashed,1,negative
2149,mock exam boosted confidence,1,positive
2150,syllabus progress feel average,1,neutral
2151,reception handled request fast,1,positive
2152,token number skipped,1,negative
2153,waiting hall feel okay,1,neutral
2154,staff explained rule clearly,1,positive
2155,form approval delayed,1,negative
2156,office seating feel normal,1,neutral
2157,help desk resolved issue,1,positive
2158,document misplaced,1,negative
2159,process went smoothly today,1,positive
2160,office mood feel average,1,neutral
2161,website report generated quickly,1,positive
2162,session expired suddenly,1,negative
2163,scroll speed feel okay,1,neutral
2164,homepage layout look clean,1,positive
2165,attachment wouldnt open,1,negative
2166,sidebar spacing feel normal,1,neutral
2167,history tab useful,1,positive
2168,auto logout happened,1,negative
2169,profile alert helpful,1,positive
2170,text size feel average,1,neutral
2171,lab equipment arranged well,1,positive
2172,ceiling paint peeling,1,negative
2173,workshop noise feel normal,1,neutral
2174,outdoor seating look neat,1,positive
2175,drain smell near block,1,negative
2176,walkway width feel okay,1,neutral
2177,notice board updated,1,positive
2178,emergency light broken,1,negative
2179,study hall feel peaceful,1,positive
2180,campus crowd feel average,1,neutral
2181,found archive quickly,1,positive
2182,cd scratched,1,negative
2183,library layout feel okay,1,neutral
2184,staff arranged book neatly,1,positive
2185,issue slip missing,1,negative
2186,desk height feel normal,1,neutral
2187,veg pulao tasted good,1,positive
2188,gravy watery,1,negative
2189,lunch seating feel average,1,neutral
2190,ice cream creamy,1,positive
2191,chutney tasted sour,1,negative
2192,tray counter feel okay,1,neutral
2193,weekly recap helped revision,1,positive
2194,recorded lecture missing slide,1,negative
2195,group study feel normal,1,neutral
2196,faculty feedback useful,1,positive
2197,project guideline unclear,1,negative
2198,study load feel okay,1,neutral
2199,request closed successfully,1,positive
2200,office phone reachable,1,negative
2201,help counter feel calmer today,1,positive
2202,staff took long respond,1,negative
2203,waiting area feel average,1,neutral
2204,guided step step,1,positive
2205,file misplaced,1,negative
2206,office environment feel okay,1,neutral
2207,request got approved quickly,1,positive
2208,counter closed early,1,negative
2209,process felt smooth overall,1,positive
2210,office crowd feel normal,1,neutral
2211,dashboard load much faster,1,positive
2212,login keep timing,1,negative
2213,portal look feel average,1,neutral
2214,profile page saved change,1,positive
2215,verification mail delayed,1,negative
2216,navigation feel okay,1,neutral
2217,download worked without issue,1,positive
2218,search result slow today,1,negative
2219,notification panel useful,1,positive
2220,font style feel normal,1,neutral
2221,classroom feel bright today,1,positive
2222,ceiling fan rattling,1,negative
2223,hall temperature feel average,1,neutral
2224,garden area look refreshing,1,positive
2225,water cooler cooling,1,negative
2226,parking space feel okay,1,neutral
2227,common room look neat,1,positive
2228,washroom lock broken,1,negative
2229,study corner feel quiet,1,positive
2230,entrance space feel normal,1,neutral
2231,found required book quickly,1,positive
2232,rack feel overcrowded,1,negative
2233,reading area feel average,1,neutral
2234,library staff helped patiently,1,positive
2235,book scanner wasnt working,1,negative
2236,desk spacing feel okay,1,neutral
2237,reference section helpful,1,positive
2238,ac cold near corner,1,negative
2239,quiet zone help study,1,positive
2240,library crowd feel normal,1,neutral
2241,upma tasted fresh,1,positive
2242,coffee felt bitter,1,negative
2243,breakfast rush feel average,1,neutral
2244,noodle nicely cooked,1,positive
2245,sauce tasted strange,1,negative
2246,serving speed feel okay,1,neutral
2247,fruit cup fresh,1,positive
2248,paper plate missing,1,negative
2249,milkshake tasted good,1,positive
2250,dining space feel normal,1,neutral
2251,extra worksheet useful,1,positive
2252,slide hard read,1,negative
2253,class engagement feel average,1,neutral
2254,practice problem helped lot,1,positive
2255,assignment deadline tight,1,negative
2256,lesson pace feel okay,1,neutral
2257,faculty explained doubt clearly,1,positive
2258,online quiz didnt submit,1,negative
2259,mock paper improved confidence,1,positive
2260,syllabus coverage feel normal,1,neutral
2261,reception staff polite,1,positive
2262,approval took longer expected,1,negative
2263,help desk feel average,1,neutral
2264,clarified query,1,positive
2265,token system confusing today,1,negative
2266,office seating feel okay,1,neutral
2267,request handled smoothly,1,positive
2268,document misplaced,1,negative
2269,process finished quickly,1,positive
2270,office noise feel average,1,neutral
2271,website homepage load fast,1,positive
2272,session expired suddenly,1,negative
2273,portal scrolling feel normal,1,neutral
2274,report download worked fine,1,positive
2275,attachment upload failed,1,negative
2276,sidebar layout feel okay,1,neutral
2277,profile alert helpful,1,positive
2278,auto logout happened,1,negative
2279,dashboard look clean,1,positive
2280,button size feel average,1,neutral
2281,lab bench look clean,1,positive
2282,switchboard sparked,1,negative
2283,workshop feel normal,1,neutral
2284,outdoor chair arranged well,1,positive
2285,drain smell near entrance,1,negative
2286,walkway feel okay,1,neutral
2287,notice board updated today,1,positive
2288,emergency exit blocked,1,negative
2289,reading hall feel peaceful,1,positive
2290,campus movement feel average,1,neutral
2291,found journal easily,1,positive
2292,book torn page,1,negative
2293,library lighting feel normal,1,neutral
2294,staff guided nicely,1,positive
2295,issue counter slow,1,negative
2296,table height feel okay,1,neutral
2297,paneer roll tasted nice,1,positive
2298,tea felt light,1,negative
2299,lunch queue feel average,1,neutral
2300,fruit juice refreshing,1,positive
2301,samosa crispy hot,1,positive
2302,rice felt half cooked,1,negative
2303,snack counter feel average,1,neutral
2304,cold coffee tasted great,1,positive
2305,gravy thin,1,negative
2306,table cleaning feel okay,1,neutral
2307,fruit chaat fresh,1,positive
2308,paper cup ran,1,negative
2309,evening tea tasted nice,1,positive
2310,dining area feel normal,1,neutral
2311,library feel peaceful today,1,positive
2312,shelf dusty,1,negative
2313,reading light feel average,1,neutral
2314,found reference book quickly,1,positive
2315,book scanner slow,1,negative
2316,desk spacing feel okay,1,neutral
2317,staff helped locate material,1,positive
2318,ac cold near window,1,negative
2319,quiet corner help focus,1,positive
2320,library crowd feel normal,1,neutral
2321,faculty shared useful example,1,positive
2322,slide hard follow,1,negative
2323,class engagement feel average,1,neutral
2324,tutorial session cleared doubt,1,positive
2325,homework load feel heavy,1,negative
2326,lesson pace feel okay,1,neutral
2327,mock test helped revision,1,positive
2328,recorded lecture glitch,1,negative
2329,practice question improved confidence,1,positive
2330,syllabus coverage feel normal,1,neutral
2331,office staff guided properly,1,positive
2332,misplaced file,1,negative
2333,waiting area feel average,1,neutral
2334,form approval quick,1,positive
2335,wait long,1,negative
2336,reception feel okay today,1,neutral
2337,help desk solved issue,1,positive
2338,response delayed,1,negative
2339,process went smoothly,1,positive
2340,office noise feel normal,1,neutral
2341,website load faster,1,positive
2342,login failed,1,negative
2343,portal layout feel average,1,neutral
2344,profile saved successfully,1,positive
2345,upload option crashed,1,negative
2346,navigation feel okay,1,neutral
2347,dashboard look neat,1,positive
2348,search took long,1,negative
2349,notification helpful,1,positive
2350,font clarity feel normal,1,neutral
2351,classroom feel airy today,1,positive
2352,desk wobble,1,negative
2353,hall temperature feel average,1,neutral
2354,garden look well maintained,1,positive
2355,washroom tap leaking,1,negative
2356,parking feel okay,1,neutral
2357,common space look clean,1,positive
2358,stair railing loose,1,negative
2359,study room feel calm,1,positive
2360,corridor noise feel normal,1,neutral
2361,found textbook easily today,1,positive
2362,page missing,1,negative
2363,reading table feel average,1,neutral
2364,library staff friendly,1,positive
2365,issue counter slow,1,negative
2366,library temperature feel okay,1,neutral
2367,masala dosa tasted good,1,positive
2368,coffee tasted burnt,1,negative
2369,breakfast crowd feel normal,1,neutral
2370,fried rice flavorful,1,positive
2371,snack tasted stale,1,negative
2372,juice counter feel okay,1,neutral
2373,practice paper cleared doubt,1,positive
2374,recorded class missing audio,1,negative
2375,group study feel average,1,neutral
2376,weekly quiz helped revision,1,positive
2377,assignment instruction unclear,1,negative
2378,study pace feel okay,1,neutral
2379,processed request fast,1,positive
2380,office opened late today,1,negative
2381,help desk feel busy,1,neutral
2382,reception guided properly,1,positive
2383,reply came late,1,negative
2384,office timing feel okay,1,neutral
2385,fee receipt downloaded smoothly,1,positive
2386,password reset failed,1,negative
2387,portal speed feel average,1,neutral
2388,website layout look clean,1,positive
2389,page loading slow today,1,negative
2390,button size feel okay,1,neutral
2391,class board look neat,1,positive
2392,washroom smell bad,1,negative
2393,lab feel normal today,1,neutral
2394,campus path look tidy,1,positive
2395,plug point dead,1,negative
2396,seating feel okay,1,neutral
2397,library feel peaceful,1,positive
2398,tea tasted weak,1,negative
2399,extra class helped revision,1,positive
2400,office staff looked tired,1,neutral
2401,library feel calm evening,1,positive
2402,book bent cover,1,negative
2403,reading space feel average,1,neutral
2404,found old question paper easily,1,positive
2405,book issuing took longer today,1,negative
2406,library temperature feel okay,1,neutral
2407,staff helped find reference,1,positive
2408,shelf look cluttered,1,negative
2409,study desk feel comfortable,1,positive
2410,noise level feel normal,1,neutral
2411,vegetable puff tasted fresh,1,positive
2412,tea light,1,negative
2413,lunch crowd feel average,1,neutral
2414,pasta nicely cooked,1,positive
2415,dal tasted bland,1,negative
2416,serving speed feel okay,1,neutral
2417,evening snack crunchy,1,positive
2418,rice felt dry,1,negative
2419,cold coffee refreshing,1,positive
2420,menu variety feel normal,1,neutral
2421,faculty explained problem clearly,1,positive
2422,slide confusing today,1,negative
2423,class pace feel average,1,neutral
2424,extra worksheet helped practice,1,positive
2425,homework load feel heavy,1,negative
2426,daily lesson feel okay,1,neutral
2427,mock exam boosted confidence,1,positive
2428,doubt session felt rushed,1,negative
2429,practice paper useful,1,positive
2430,topic coverage feel normal,1,neutral
2431,office staff guided well,1,positive
2432,misplaced form,1,negative
2433,waiting area feel average,1,neutral
2434,form approval quick,1,positive
2435,stand line long,1,negative
2436,reception feel okay today,1,neutral
2437,help desk solved issue,1,positive
2438,response delayed,1,negative
2439,process felt smooth,1,positive
2440,office atmosphere feel normal,1,neutral
2441,website load faster,1,positive
2442,login failed,1,negative
2443,portal layout feel average,1,neutral
2444,profile updated successfully,1,positive
2445,upload option crashed,1,negative
2446,navigation feel okay,1,neutral
2447,dashboard look clean,1,positive
2448,search took long,1,negative
2449,notification useful,1,positive
2450,font size feel normal,1,neutral
2451,classroom feel airy today,1,positive
2452,chair wobble,1,negative
2453,hall temperature feel average,1,neutral
2454,garden area look neat,1,positive
2455,washroom floor wet,1,negative
2456,parking space feel okay,1,neutral
2457,common area clean,1,positive
2458,stair railing loose,1,negative
2459,study room feel peaceful,1,positive
2460,corridor noise feel normal,1,neutral
2461,found textbook quickly,1,positive
2462,page torn,1,negative
2463,reading light feel okay,1,neutral
2464,library staff polite,1,positive
2465,issue counter slow,1,negative
2466,library crowd feel normal,1,neutral
2467,masala chai tasted good,1,positive
2468,rice felt undercooked,1,negative
2469,breakfast feel average,1,neutral
2470,noodle flavorful,1,positive
2471,snack tasted stale,1,negative
2472,juice counter feel okay,1,neutral
2473,practice paper cleared doubt,1,positive
2474,recorded lecture glitch,1,negative
2475,group discussion feel normal,1,neutral
2476,weekly quiz helped revision,1,positive
2477,assignment instruction unclear,1,negative
2478,study pace feel okay,1,neutral
2479,processed request fast,1,positive
2480,office opened late today,1,negative
2481,help desk feel busy,1,neutral
2482,reception guided properly,1,positive
2483,reply came late,1,negative
2484,office timing feel okay,1,neutral
2485,fee receipt downloaded smoothly,1,positive
2486,password reset failed,1,negative
2487,portal speed feel average,1,neutral
2488,website layout look clean,1,positive
2489,page loading slow today,1,negative
2490,button size feel okay,1,neutral
2491,class board look neat,1,positive
2492,washroom smell bad,1,negative
2493,lab feel normal today,1,neutral
2494,campus path look tidy,1,positive
2495,plug point dead,1,negative
2496,seating feel okay,1,neutral
2497,library feel peaceful,1,positive
2498,tea tasted weak,1,negative
2499,extra class helped revision,1,positive
2500,office staff looked tired,1,neutral
2501,portal homepage loaded quickly,1,positive
2502,upload page froze,1,negative
2503,navigation feel average,1,neutral
2504,payment confirmation arrived,1,positive
2505,captcha keep looping,1,negative
2506,menu layout feel okay,1,neutral
2507,classroom window let fresh air,1,positive
2508,projector cable missing,1,negative
2509,hall space feel normal,1,neutral
2510,garden bench look clean,1,positive
2511,washroom mirror broken,1,negative
2512,parking area feel okay,1,neutral
2513,reference book helpful,1,positive
2514,magazine outdated,1,negative
2515,reading silence feel normal,1,neutral
2516,staff issued book quickly,1,positive
2517,barcode scanner failed,1,negative
2518,study cubicle feel okay,1,neutral
2519,breakfast dosa crispy,1,positive
2520,sambar lacked salt,1,negative
2521,queue length feel average,1,neutral
2522,fresh fruit bowl nice,1,positive
2523,milk tasted sour,1,negative
2524,counter service feel okay,1,neutral
2525,lecturer explained formula well,1,positive
2526,online class lagged,1,negative
2527,lesson pace feel average,1,neutral
2528,extra note useful,1,positive
2529,test syllabus unclear,1,negative
2530,daily study feel okay,1,neutral
2531,clerk handled paper fast,1,positive
2532,file tracking failed,1,negative
2533,waiting time feel normal,1,neutral
2534,office guided politely,1,positive
2535,token display working,1,negative
2536,reception feel okay,1,neutral
2537,website search worked fine,1,positive
2538,page crashed upload,1,negative
2539,dashboard feel average,1,neutral
2540,profile saved successfully,1,positive
2541,otp arrived late,1,negative
2542,font size feel okay,1,neutral
2543,class fan working well,1,positive
2544,desk scratched,1,negative
2545,room lighting feel normal,1,neutral
2546,campus lawn look fresh,1,positive
2547,water cooler leaking,1,negative
2548,common space feel okay,1,neutral
2549,found journal article easily,1,positive
2550,book binding loose,1,negative
2551,reading area feel average,1,neutral
2552,library staff assisted well,1,positive
2553,system login slow,1,negative
2554,quiet zone feel okay,1,neutral
